Statement,Label
Says the Security Against Foreign Enemies Act of 2015 would not pause the resettlement of Syrian refugees in the United States.,TRUE
"Says Travis County, home to Austin, is the most liberal county in the United States.",FALSE
"Did you know under President Obama family health care premiums have increased $4,154 on the average?",FALSE
Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.,TRUE
Medicaid expansion isnt necessarily a very popular issue on the street.,TRUE
"Obama ""voted against funding our troops.""",TRUE
Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation before filing a lawsuit against the health care reform law.,TRUE
"In the Paula Jones case, Bill Clinton paid an $850,000 penalty.",TRUE
Says Alex Sink supported higher property taxes.,FALSE
The top 1 percent pay 45 percent of all taxes in the country.,TRUE
Says John Kitzhaber wants a sales tax so people without jobs pay taxes.,FALSE
"If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.",TRUE
"Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.",TRUE
Says his patents in ultrasound have revolutionized modern medicine.,FALSE
"Says Houston is home to more doctors, more nurses, more researchers than any other place in the world.",FALSE
Every dollar spent in the new Obamacare system ... goes to private-sector insurance companies.,TRUE
Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.,FALSE
"Under Maggie Hassans leadership, we increased state spending in the middle of the great recession by 24 percent leading up to and following it.",TRUE
The first tweet was sent from Austin.,FALSE
Texas has the sixth-highest property taxes in the nation.,TRUE
Says the largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.,TRUE
"Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.",FALSE
"The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.",TRUE
"For every $1 spent on mitigation, $4 in post-storm cleanup and rebuilding is saved.",TRUE
"Our tax code is . . . 80,000 pages.",FALSE
"Blue Cross headquarters has ""a $30,000 granite table.""",FALSE
President Barack Obama is ending Medicare as we know it.,FALSE
We jumped 11 places since beginning this year in terms of being job-friendly.,TRUE
Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.,TRUE
"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",FALSE
"Rigells car dealership made over $400,000 off the Cash for Clunkers bailout.",TRUE
"Says the Obama administration is handing out a pamphlet titled, What To Do When The Veteran In Your Classroom Attempts A Mass Shooting",FALSE
Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.,TRUE
Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.,FALSE
Ive been involved in prosecuting a terrorist member of ISIS.,FALSE
"It costs about $40,000 a year for a homeless person to be on the streets.",TRUE
The amount of interest paid on the federal debt exceeds total tax revenue.,FALSE
I did not say that I would not have them [Muslims] in my Cabinet.,FALSE
The national debt grew an estimated$15 billion last weekend.,TRUE
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,TRUE
"If I have affordable coverage in my workplace, Im not eligible to go into the marketplace. ... Its illegal.",FALSE
Says Donald Trump has supported a Canadian-style universal health care system.,TRUE
"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.",FALSE
"Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.",FALSE
Says Austin voters can approve seven bond propositions without raising taxes.,TRUE
"US: Change in Income, 2009-13. Top 1%: +31.4%. Bottom 99%: +0.4%.",TRUE
"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""",TRUE
Says Ann Kirkpatrick votes with her party nearly 90 percent of the time.,TRUE
I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.,TRUE
Our companies are moving into Mexico more than almost any other place right now.,TRUE
Allowing all Bush income tax cuts to expire on Dec. 31 will amount to the largest tax increase in the history of America.,FALSE
"Says Hillary Clintons State Department approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.",FALSE
Most Americans live within 50 miles of a nuclear power plant.,TRUE
"In the past four or five presidential elections, people who poll high at the beginning are not the people who end up being the nominees.",FALSE
"Under President Barack Obama, the United States has doubled our exports.",FALSE
"A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.",TRUE
Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market.,FALSE
The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.,FALSE
"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",TRUE
"Senator Obama has, in fact, never had a serious Republican challenger.",TRUE
The birther movement was started by Hillary Clinton in 2008. She was all in!,FALSE
The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.,FALSE
"Here in Wisconsin, weve put in previous budgets more money into mental health services than any governor has in the last 25 years.",TRUE
Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.,TRUE
"For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.",TRUE
"In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.",FALSE
The InterLink at T.F. Green Airport is the closest air-rail link in the country.,FALSE
Says Texas proved in court that more than 200 dead people voted in the latest Texas election.,FALSE
Says Sal Esquivel wants a 5 percent state sales tax on groceries.,FALSE
This is not a joke: the president wants to house illegal aliens on our nations military installations.,TRUE
"In the United States alone we lose more than 3,000 people a day to cancer.",FALSE
Regulations are an endemic weakness in government -- so old that Thomas Jefferson listed this problem among his charges against the King of England in the Declaration of Independence.,TRUE
Says Hillary Clinton has called for a radical 550 percent increase in Syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.,TRUE
"Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.",TRUE
"Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",FALSE
An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity.,TRUE
Says over 25 percent of the Texas budget funds services to non-U.S. citizens.,FALSE
Says Hillary Clinton has promised to raise taxes by $1 trillion dollars.,TRUE
People come here to have babies. They come here to drop a child. Its called drop and leave.,TRUE
"According to the state of Florida, you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal-and-carry permit.",FALSE
"The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.",FALSE
The Arab and the Muslim nations get twice as much money as Israel.,TRUE
@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.,TRUE
"If youre one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.",TRUE
Says state Sen. Alberta Darling is allowing mercury to harm our children because she voted against an electronics recycling bill.,FALSE
"The vast, overwhelming majority of [crimes that occur with a firearm] are committed by people who dont legally possess that firearm in the first place.",TRUE
The Colorado caucus system for selecting Republican delegates is rigged.,FALSE
"Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.",TRUE
USA is #1 in gun violence.,TRUE
This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.,TRUE
Every 28 hours an unarmed black person is shot by a cop.,FALSE
Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.,FALSE
Says the Constitution only requires her to tell the census how many people are in our home.,FALSE
You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,FALSE
"From 2010-2014, median household income in Wisconsin has actually gone up 7.4 percent.",FALSE
Georgia lawmaker pushes bill banning creation of glow in the dark human-jellyfish hybrids.,TRUE
This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.,FALSE
"San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.",FALSE
Says up to a quarter of African Americans dont have government photo ID.,TRUE
Says Obamaexempted Congress and their staff from the full effect of the (health care) law.,FALSE
President Obamas uncle and aunt are illegal aliens ... whove been allowed to stay in this country.,TRUE
"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.",TRUE
Abortion services are well over 90 percent of what Planned Parenthood does.,FALSE
North Carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for HB2.,FALSE
"[U]nlike every other major transit system in the nation, MARTA has never received any significant, dedicated funding from the state of Georgia.",FALSE
John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.,TRUE
A federal judge said President Barack Obamas executive action on immigration is unconstitutional.,TRUE
"At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.",TRUE
In other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.,TRUE
I want to freeze interest rates for five years.,TRUE
Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote,FALSE
"The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.",TRUE
For the last decade the climate has been cooling.,FALSE
Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,TRUE
"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",FALSE
"Says $57,000 is the mean [income] in our state for a family.",FALSE
"Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.",FALSE
"Today in America, we have more people in jail than any other country on Earth.",TRUE
The Muslim Brotherhood has openly stated they want to declare war on Israel.,FALSE
"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",TRUE
"Elena Kagan ""violated the law of the United States at various points"" with her opposition to military recruiters.",FALSE
"Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.",TRUE
Already we've identified $2 trillion in deficit reductions over the next decade.,FALSE
Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent.,FALSE
The presence of gorillas calls into question the concept of evolution.,FALSE
"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.",TRUE
"The U.S. has 5 percent of the worlds population, 25 percent of the worlds known prison population.",TRUE
There have been at least four incidents where bullets from Mexico have crossed the border.,TRUE
On oil drilling,TRUE
Today President Obama said there will NOT be a National Day of Prayer in May.,FALSE
We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).,FALSE
"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.",TRUE
Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate faulty advice.,FALSE
"Says John Raese said he wants 1,000 laser systems put in the sky, and we need it right now.",TRUE
"The Islamic State, or ISIS, was cast off by al-Qaida because it was considered too extreme.",TRUE
"The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a Koch brothers affiliated group.",FALSE
"The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.",TRUE
"Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.",TRUE
"For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.",TRUE
The governor switched his position once again on offshore oil drilling.,TRUE
The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy.,TRUE
Says Barack Obama is a socialist.,FALSE
"Under a new law regulating abortions, Even if youre raped, if you dont report it in the first 30 days, the Republicans will force you to have an ultrasound.",TRUE
Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research.,FALSE
"In my attorney generals office, weve cut the budget 18 percent.",TRUE
"In North Carolina, now were near the national average for unemployment.",TRUE
Obamacare includes a $700 billion cut from Medicare for seniors.,TRUE
The rate of U.S. female homicide victimsoutnumbers 24 other developed countries by more than 2 to 1.,TRUE
Austin Energy is considering its first rate increase since 1994.,TRUE
Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations.,TRUE
Wendy Davis is threatening to raise taxes up to $35 billion.,FALSE
Alex Sink used a taxpayer-funded plane so she could get to a vacation in the Bahamas.,TRUE
Roy Blunt voted to raise his own pay 12 times while in Congress.,FALSE
"Mitt Romney wants ""to set a date for withdrawal"" from Iraq.",FALSE
Says Donald Trump claimed our armed forces are a disaster.,TRUE
"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",TRUE
"In fighting collective bargaining changes, Democrats are trying to protect a system that pays unionized government workers 42 percent more than non-union workers.",FALSE
Under Gov. Romneys definition ... Donald Trump is a small business.,FALSE
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,TRUE
"In Liberia, a girl is more likely to be married by 18 than to know how to read.",FALSE
Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.,TRUE
It would be illegal for the Fulton County Commission to raise the county tax rate.,TRUE
SaidPresident Barack Obama said he was going to stop (signature strikes).,FALSE
Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history.,TRUE
An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state.,TRUE
"In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.",TRUE
Donna Campbell has called for ending all federal funding for education,TRUE
Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.,TRUE
One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,FALSE
"Says the United States has treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.",FALSE
Social Security ... is solid through about 2040 without any changes whatsoever.,TRUE
"Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.",TRUE
Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare.,TRUE
"Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",TRUE
"We have a fire marshal that said, Oh we cant allow more people ... And the reason they wont let them in is because they dont know what the hell theyre doing.",FALSE
We have been teaching these (Common Core) standards in Florida schools since 2010.,FALSE
Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale.,TRUE
Says crime statistics show blacks kill 81 percent of white homicide victims.,FALSE
"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",FALSE
On oil drilling off Virginias coast.,FALSE
Says Texas has the 15th largest economy in the world.,TRUE
"When Congress voted to condemn Iran for sentencing a Christian pastor to death, (U.S. Rep. Lois) Capps was the only member who voted no.",FALSE
"As mayor, every year I was in office I did reduce taxes.",TRUE
Says Mark Hass raised your taxes by $1 billion in a single day.,TRUE
Six institutions in our country now control two thirds of the capital.,FALSE
Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.,TRUE
State pension fund staffers lost billions. Then Sink gave them bonuses.,FALSE
The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test.,FALSE
Most of the newspapers that endorsed Alex Sink also endorsed Barack Obama.,TRUE
Were worse than a Third World country in terms of water quality and the way we treat our sewage.,TRUE
"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",TRUE
Says President Barack Obama wants to raise the lowest (income) tax rate from 10 to 15 percent.,FALSE
Says Scott Walker eliminated his own office of economic development in the middle of this recession.,TRUE
Says Schaufler was the only Democrat who voted to stop the states health care reform plan.,FALSE
Typical minimum wage earners in America are teenagers living with their parents in middle class families.,FALSE
All travelers -- even babies -- arriving in the U.S. by air must have a passport.,TRUE
Says she is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.,TRUE
"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].",TRUE
"Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.",FALSE
"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",TRUE
"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.",TRUE
"On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.",TRUE
"Federal law for Obamacare navigators does not bar or even require screening for convicted felons, including individuals convicted of identity theft or fraud.",TRUE
Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families.,TRUE
[T]his breed (of pit bulls) is most often associated with aggressive behavior.,TRUE
Says Marco Rubio would take away a womans right to choose for victims of rape or incest.,TRUE
DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments.,TRUE
Says President Barack Obamas parents were communists.,FALSE
Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,TRUE
None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.,FALSE
(Rep. Bob Goodlattes) balanced budgetamendment does not require a balanced budget.,FALSE
It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,TRUE
"A school uniform policy helps with school safety, helps with truancy.",TRUE
"Says constitutional amendment would help to stop unfair, double taxation on real estate.",TRUE
"John McCain accused Barack Obama ""of letting infants die.""",FALSE
Sherrod Brown voted six times to raise his own pay.,FALSE
The size of our federal government has more than doubled since the year 2000.,FALSE
"The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.",FALSE
The changes to Georgias tax and fee structure is an overall tax cut.,TRUE
"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",FALSE
Gun homicide is down 49 percent in the past 12 years.,FALSE
Says he voted for disaster relief and full funding of FEMA.,TRUE
Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare.,TRUE
Theres no money in Social Security.,FALSE
"Says it cost Massachusetts taxpayers $100,000 when Mitt Romney and his staff purchased computer hard drives.",FALSE
On support for gay marriage,FALSE
A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,TRUE
Says Julie Parrish voted to divert $160 million from public schools to private for-profit schools.,FALSE
The employer mandate affects only 5 percent of businesses in this country.,TRUE
The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,FALSE
Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.,TRUE
"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",TRUE
"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",FALSE
"Says Scott Browns carrying some big oil baggage because he collected over $400,000 in campaign contributions.",TRUE
More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.,TRUE
There is majority support for the Democrats' health care plans.,FALSE
We know from the social science that children do best with a mom and a dad.,FALSE
"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",TRUE
Says $30 million gap in stadium funding forced the Portland Beavers to leave.,TRUE
"Murder went up when Romney was governor. ""Robbery went up. Violent crimes went up.""",TRUE
"All 28 members of NATO have pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.",TRUE
"Under Scott Walker, Wisconsin moved from 16th to third in percentage of people with student loan debt.",FALSE
Nine out of the 10 poorest states are Red states.,TRUE
The Public Employee Retirement System is making more millionaires than the Oregon state lottery.,TRUE
"Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.",TRUE
"In Wisconsin, unions can essentially give unlimited contributions to political parties, but business cant give any.",TRUE
I sponsored the new Buy American law,FALSE
Says Bernie Sanders has been largely a very reliable supporter of the NRA.,FALSE
Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,FALSE
"Hillary Clinton says she wants to, raise taxes on the middle class.",FALSE
"When one person sneezes, it goes all the way through the aircraft.",FALSE
A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009,TRUE
"Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real.",FALSE
Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,FALSE
"Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""",TRUE
"If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.",FALSE
"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.",TRUE
"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",TRUE
Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,FALSE
Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,TRUE
Ohio today has the fewest number of state employees since the Reagan administration.,TRUE
This is the worst jobs recovery since the Great Depression.,FALSE
"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",FALSE
"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",TRUE
On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,FALSE
"In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.",FALSE
"In the last four years, our economy has grown on average 0.9 percent a year.",FALSE
Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,TRUE
Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally.,FALSE
"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?",FALSE
"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.",TRUE
What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.,TRUE
Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,FALSE
On raising taxes.,FALSE
"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",FALSE
Thousands of Americans have been killed by illegal immigrants.,TRUE
"There is currently no ability to vet these people, referring to Syrian refugees.",FALSE
A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,FALSE
"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",FALSE
A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.,FALSE
"Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.",FALSE
Obamacare prevents (Florida) from regulating insurance.,FALSE
We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.,TRUE
Super Bowl Sunday has the highest rate of domestic violence.,FALSE
More people without health care since George Bush took office; more children in poverty since George Bush took office.,TRUE
"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",TRUE
"We've lost over 5,000 Americans over there in Afghanistan, in Iraq, and plus the civilians killed.",TRUE
On mandating health care coverage.,FALSE
"Since President Obama took office, over 88,000 Ohio workers have lost their jobs.",TRUE
Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,FALSE
Says he led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.,FALSE
"There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress that concluded nobody did anything wrong, but there were changes we could make.",TRUE
I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,TRUE
On using embryonic stem cells for medical research.,TRUE
One-third of the economic stimulus package was tax cuts.,TRUE
"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco.",TRUE
"Sherrod Brown opposed blocking a new EPA emissions rule, despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio.",FALSE
"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.",FALSE
"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",FALSE
"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",FALSE
"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",TRUE
"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",FALSE
"In Afghanistan, it is very, very rare that someone who is killed in action is not killed by an improvised explosive device, or IED.",FALSE
Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,FALSE
Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,TRUE
"The Obama administration is proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030.",FALSE
Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,FALSE
I helped to bring peace to Northern Ireland.,TRUE
African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,TRUE
"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",TRUE
I have always opposed drivers licenses for illegal aliens.,TRUE
Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,TRUE
Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,TRUE
Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,TRUE
Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,FALSE
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,TRUE
"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.",FALSE
Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,FALSE
"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.",TRUE
Gangs have increased by 40 percent since this president was elected.,TRUE
"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",FALSE
Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,FALSE
Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege.,FALSE
Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,FALSE
Surface temperatures on Earth have stabilized.,FALSE
Sen. Jeff Merkley voted six times for more debt.,FALSE
How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,TRUE
"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",FALSE
Says the United States has the worlds greatest health care system.,TRUE
U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,TRUE
Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,FALSE
Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,FALSE
Says Delaware County has more waterfront property than any other county in the state of Ohio,TRUE
Says he has never received any contributions from the Koch brothers.,FALSE
"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",FALSE
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,TRUE
Says President AbrahamLincoln tried to arm the slaves.,FALSE
"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",TRUE
